Ed Sheeran,Custom Charity Guitar Update!,262067,77.0,0,0
Ed Sheeran,Ed Sheeran: US Tour Diary 2013 (Part 6),378865,804.0,0,0
Ed Sheeran,Ed Sheeran: US Tour Diary 2013 (Part 5),322876,530.0,0,0
Ed Sheeran,Ed Sheeran: US Tour Diary 2013 (Part 4),463211,492.0,0,0
Ed Sheeran,Ed Sheeran: US Tour Diary 2013 (Part 3),355381,402.0,0,0
Jimmy Kimmel Live,Amy Adams on Getting a Star on the Hollywood Walk of Fame,24314,172.0,0,0
Jimmy Kimmel Live,Naomie Harris Shot Moonlight in Just Three Days,7412,172.0,0,0
Jimmy Kimmel Live,Naomie Harris Honored by The Queen,4908,68.0,0,0
Jimmy Kimmel Live,Naomie Harris on Golden Globes Date & Dress,7037,197.0,0,0
Jimmy Kimmel Live,Amy Adams on Speaking Mandarin,24649,248.0,0,0
Jimmy Kimmel Live,Amy Adams Went From Selling Licorice to the Golden Globes,20402,242.0,0,0
Jimmy Kimmel Live,Trump vs. Schwarzenegger Boardroom Battle,22665,143.0,0,0
Jimmy Kimmel Live,Generation Gap with Cousin Sal,45133,557.0,0,0
Jimmy Kimmel Live,Jimmy Kimmel Live Tonight (Tuesday 1/10),8390,16.0,0,0
Jimmy Kimmel Live,Ben Affleck on Making a Gangster Movie,74971,162.0,0,0
Jimmy Kimmel Live,Jimmy Kimmel Talks to Teenage Shark Bite Victim,31375,379.0,166k Views,375.688
Jimmy Kimmel Live,Jimmy Kimmel Analyzes Corinne from The Bachelor,65055,318.0,162k Views,314.777
Jimmy Kimmel Live,Ruth Negga on Getting a Shout Out From Meryl Streep,102118,260.0,0,0
Jimmy Kimmel Live,Foy Vance Performs 'Moonshine',10426,247.0,0,0
Jimmy Kimmel Live,Ruth Negga on her Golden Globes Date,40682,95.0,0,0
Jimmy Kimmel Live,Ben Affleck on the Meryl Streep/Donald Trump Feud,729220,107.0,0,0
Jimmy Kimmel Live,Ruth Negga and Natalie Portman Get Intimate,37351,73.0,0,0
Jimmy Kimmel Live,Ben Affleck on New Justice League Movie,189221,70.0,0,0
Jimmy Kimmel Live,Jimmy Kimmel's Daughter Thinks He Looks Like Jimmy Fallon,82195,38.0,0,0
Jimmy Kimmel Live,Ben Affleck's Brother Casey Did Not Thank Him in Golden Globes Speech,833889,236.0,277k Views,232.946
Jimmy Kimmel Live,Jimmy Kimmel Live Tonight (Monday 1/9),29073,16.0,0,0
Jimmy Kimmel Live,"Jimmy Kimmel's New Show ""Big Fan"" Premieres TONIGHT",30994,16.0,0,0
